PDB,source_PDB,Rank,N,Fmax_eps_per_A,Ln_A,Lm_A,Lf_A,Pattern,CATH,sequence_chain_count,sequence_length,sequence_raw_length,sequence_frac_hydrophobic,sequence_frac_polar,sequence_frac_positive,sequence_frac_negative,sequence_frac_glycine,sequence_frac_proline,sequence_frac_low_complexity,sequence_fraction_charged,sequence_net_charge,sequence_estimated_pI,sequence_hydrophobicity_mean,sequence_hydrophobicity_variance,sequence_frac_A,sequence_frac_C,sequence_frac_D,sequence_frac_E,sequence_frac_F,sequence_frac_G,sequence_frac_H,sequence_frac_I,sequence_frac_K,sequence_frac_L,sequence_frac_M,sequence_frac_N,sequence_frac_P,sequence_frac_Q,sequence_frac_R,sequence_frac_S,sequence_frac_T,sequence_frac_V,sequence_frac_W,sequence_frac_Y,ss_total_residues,ss_H,ss_B,ss_E,ss_G,ss_I,ss_T,ss_S,ss_frac_helix,ss_frac_beta,ss_frac_secondary,ss_fraction_helix,ss_fraction_strand,ss_fraction_coil,ss_helix_segment_count,ss_strand_segment_count,ss_helix_segment_mean_length,ss_strand_segment_mean_length,ss_longest_helix_length,ss_longest_strand_length,ss_transitions_per_residue,chain_list,domain_ranges,num_chains,num_residues,num_atoms,num_hetatm,num_models,num_disulfide_bonds,structure_contact_density,structure_radius_of_gyration,structure_mean_relative_sasa,structure_fraction_buried,structure_beta_topology_score
1mel,1mel,120,148,2.9,38.0,43.8,558.6,MA,2.60.40.10,4,518,521,0.5212355212355212,0.3745173745173745,0.09652509652509653,0.07335907335907337,0.1274131274131274,0.019305019305019305,0.14671814671814673,0.16988416988416988,7.144998008450536,7.942764318780064,-0.33590733590733596,7.522146956664331,0.09652509652509653,0.04633204633204633,0.04633204633204633,0.02702702702702703,0.019305019305019305,0.1274131274131274,0.007722007722007722,0.04633204633204633,0.03474903474903475,0.05405405405405406,0.019305019305019305,0.0694980694980695,0.019305019305019305,0.03861003861003861,0.05405405405405406,0.09266409266409266,0.06177606177606178,0.05019305019305019,0.03088803088803089,0.05791505791505792,521,86,12,139,31,5,109,38,0.234165,0.289827,0.523992,0.23416506717850288,0.28982725527831094,0.4760076775431862,17,40,7.176470588235294,3.775,19,8,0.3550863723608445,A|B|L|M,A:2-133|B:2-133|L:1-127|M:1-127,4,518,3908,33,1,12,10.297297297297296,29.319347350670828,0.09546055412652052,0.35714285714285715,2.9844374124604447
1f2x,1f2x,121,135,2.9,40.1,49.2,509.2,MA,2.60.40.10,2,252,253,0.5158730158730159,0.4087301587301587,0.0992063492063492,0.06349206349206349,0.1349206349206349,0.023809523809523808,0.15873015873015872,0.1626984126984127,6.71331047318867,8.626712800250061,-0.36269841269841274,7.080989543965734,0.07142857142857142,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.015873015873015872,0.1349206349206349,0.007936507936507936,0.023809523809523808,0.031746031746031744,0.05555555555555555,0.015873015873015872,0.023809523809523808,0.023809523809523808,0.05952380952380952,0.05952380952380952,0.11904761904761904,0.0873015873015873,0.07936507936507936,0.015873015873015872,0.07936507936507936,253,9,0,122,12,0,41,16,0.083004,0.482213,0.565217,0.08300395256916997,0.48221343873517786,0.43478260869565216,6,22,3.5,5.545454545454546,5,8,0.33201581027667987,K|L,K:801-926|L:1002-1127,2,252,1873,117,1,4,10.547619047619047,19.703597878066464,0.09444681354050365,0.40476190476190477,5.086203651421043
1em7,1em7,122,56,2.9,25.9,30.5,209.0,MA,3.10.20.10,1,56,56,0.4107142857142857,0.30357142857142855,0.14285714285714285,0.19642857142857142,0.07142857142857142,0.0,0.07142857142857142,0.3392857142857143,-3.0779952958307852,4.618551640171972,-0.8,7.6525,0.08928571428571429,0.0,0.07142857142857142,0.125,0.03571428571428571,0.07142857142857142,0.0,0.017857142857142856,0.125,0.05357142857142857,0.0,0.03571428571428571,0.0,0.0,0.017857142857142856,0.0,0.21428571428571427,0.07142857142857142,0.017857142857142856,0.05357142857142857,56,14,0,23,0,0,6,5,0.25,0.410714,0.660714,0.25,0.4107142857142857,0.3392857142857143,1,4,14.0,5.75,14,7,0.23214285714285715,A,A:1-56,1,56,443,29,1,0,8.785714285714286,10.225877398205876,0.10690722967508681,0.14285714285714285,3.608418367346939
1com,1com,123,127,2.9,25.7,52.2,478.8,MA,3.30.1330.40,12,1386,1397,0.49927849927849927,0.24314574314574314,0.15079365079365079,0.15007215007215008,0.04329004329004329,0.046897546897546896,0.09018759018759019,0.3008658008658009,-32.6897575291309,5.55645676194672,-0.22012987012987015,10.585056548790316,0.05194805194805195,0.017316017316017316,0.05483405483405483,0.09523809523809523,0.008658008658008658,0.04329004329004329,0.025974025974025976,0.06060606060606061,0.06926406926406926,0.08874458874458875,0.05194805194805195,0.008658008658008658,0.046897546897546896,0.06926406926406926,0.05555555555555555,0.018037518037518036,0.08658008658008658,0.12121212121212122,0.008658008658008658,0.017316017316017316,1397,228,0,396,218,0,121,110,0.319256,0.283465,0.60272,0.3192555476020043,0.28346456692913385,0.39727988546886184,61,60,7.311475409836065,6.6,19,9,0.325697924123121,A|B|C|D|E|F|G|H|I|J|K|L,A:2-115|B:2-119|C:2-120|D:2-115|E:2-119|F:2-118|G:2-115|H:2-115|I:2-115|J:2-115|K:2-117|L:2-115,12,1386,13463,1662,1,0,10.027417027417027,43.139675942938595,0.09804148649641392,0.3499278499278499,2.8424174250945904
1lm8,1lm8,124,106,2.9,43.3,137.8,399.0,B1MA,3.10.20.90,6,358,363,0.5167597765363129,0.26256983240223464,0.1424581005586592,0.1340782122905028,0.04189944134078212,0.08100558659217877,0.12290502793296089,0.276536312849162,-5.504232453054527,5.875913084563763,-0.3122905027932961,9.865826597172372,0.04748603351955307,0.01675977653631285,0.06424581005586592,0.06983240223463687,0.05027932960893855,0.04189944134078212,0.025139664804469275,0.05307262569832402,0.04189944134078212,0.10893854748603352,0.025139664804469275,0.0335195530726257,0.08100558659217877,0.03910614525139665,0.07541899441340782,0.05865921787709497,0.05865921787709497,0.07262569832402235,0.00558659217877095,0.030726256983240222,363,83,12,84,15,0,40,24,0.269972,0.264463,0.534435,0.2699724517906336,0.2644628099173554,0.465564738292011,11,27,8.909090909090908,3.5555555555555554,17,9,0.325068870523416,B|C|H|V,B:1-106|C:17-112|H:561-575|V:60-209,4,358,2875,531,1,0,9.262569832402235,24.161379172279695,0.10628928639732123,0.24022346368715083,2.4496052449328225
1dvy,1dvy,125,124,2.9,12.4,77.1,467.4,B1MA,2.60.40.180,2,229,230,0.5414847161572053,0.2925764192139738,0.1222707423580786,0.1222707423580786,0.0611353711790393,0.05240174672489083,0.11353711790393013,0.2445414847161572,-7.426674033905769,5.405429151055614,-0.10174672489082967,8.43851223279495,0.10480349344978165,0.008733624454148471,0.043668122270742356,0.07860262008733625,0.043668122270742356,0.0611353711790393,0.034934497816593885,0.043668122270742356,0.05240174672489083,0.0611353711790393,0.008733624454148471,0.021834061135371178,0.05240174672489083,0.008733624454148471,0.034934497816593885,0.08733624454148471,0.08733624454148471,0.10480349344978165,0.017467248908296942,0.043668122270742356,230,12,2,120,0,0,37,14,0.052174,0.530435,0.582609,0.05217391304347826,0.5304347826086957,0.41739130434782606,2,20,6.0,6.1,6,10,0.3217391304347826,A|B,A:10-124|B:10-123,2,229,1771,109,1,0,9.88646288209607,17.413309747561605,0.09741271586249751,0.28820960698689957,5.244123789633568
1f86,1f86,126,115,2.9,12.1,112.5,433.2,B1MA,2.60.40.180,2,230,231,0.5478260869565217,0.2782608695652174,0.12173913043478261,0.13043478260869565,0.06086956521739131,0.05217391304347826,0.11304347826086956,0.25217391304347825,-9.422691455564312,5.155129624462461,-0.09391304347826084,8.483702079395085,0.10434782608695652,0.008695652173913044,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.06086956521739131,0.034782608695652174,0.043478260869565216,0.05217391304347826,0.06086956521739131,0.017391304347826087,0.02608695652173913,0.05217391304347826,0.0,0.034782608695652174,0.08695652173913043,0.0782608695652174,0.10434782608695652,0.017391304347826087,0.043478260869565216,231,14,2,121,0,0,31,16,0.060606,0.532468,0.593074,0.06060606060606061,0.5324675324675324,0.4069264069264069,2,20,7.0,6.15,7,10,0.3246753246753247,A|B,A:10-124|B:10-124,2,230,1893,289,1,0,9.930434782608696,17.31520678065343,0.09727827301996099,0.2826086956521739,5.287634105025409
1rnz,1rnz*,127,124,2.9,31.7,253.8,467.4,B3M,3.10.130.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1tjn,1tjn,128,125,2.9,34.1,247.8,471.2,B1MA,,1,125,125,0.576,0.168,0.176,0.152,0.096,0.048,0.144,0.328,-0.7975923030552536,6.497604292252618,-0.15040000000000003,10.81337984,0.048,0.016,0.048,0.104,0.056,0.096,0.032,0.096,0.048,0.072,0.032,0.024,0.048,0.008,0.096,0.032,0.016,0.088,0.0,0.04,125,40,0,29,0,5,10,17,0.36,0.232,0.592,0.36,0.232,0.408,4,5,11.25,5.8,15,7,0.304,A,A:1-125,1,125,1008,75,1,0,9.136,14.494358008712767,0.1074059496059496,0.24,2.119552
1v80,1v80,129,76,2.9,37.1,50.9,285.0,MA,,1,76,76,0.4605263157894737,0.2631578947368421,0.15789473684210525,0.14473684210526316,0.07894736842105263,0.039473684210526314,0.11842105263157894,0.3026315789473684,0.013291656074516212,7.031336571139946,-0.48947368421052634,10.47331024930748,0.02631578947368421,0.0,0.06578947368421052,0.07894736842105263,0.02631578947368421,0.07894736842105263,0.013157894736842105,0.09210526315789473,0.09210526315789473,0.11842105263157894,0.013157894736842105,0.02631578947368421,0.039473684210526314,0.07894736842105263,0.05263157894736842,0.039473684210526314,0.09210526315789473,0.05263157894736842,0.0,0.013157894736842105,76,16,1,17,3,0,9,5,0.25,0.236842,0.486842,0.25,0.23684210526315788,0.5131578947368421,3,5,6.333333333333333,3.6,12,5,0.3684210526315789,A,A:1-76,1,76,11230,0,10,0,9.078947368421053,11.335441631338988,0.10847847328110485,0.2236842105263158,2.1502770083102494
1vjk,1vjk,130,88,2.9,31.0,105.5,330.6,MA,,1,87,87,0.5172413793103449,0.10344827586206896,0.1724137931034483,0.25287356321839083,0.08045977011494253,0.034482758620689655,0.11494252873563218,0.42528735632183906,-7.9703084226908345,4.50948362784311,-0.5988505747126437,11.125400977672085,0.05747126436781609,0.0,0.09195402298850575,0.16091954022988506,0.05747126436781609,0.08045977011494253,0.011494252873563218,0.04597701149425287,0.09195402298850575,0.04597701149425287,0.0,0.022988505747126436,0.034482758620689655,0.011494252873563218,0.06896551724137931,0.022988505747126436,0.0,0.14942528735632185,0.011494252873563218,0.034482758620689655,87,17,5,22,5,0,11,10,0.252874,0.310345,0.563218,0.25287356321839083,0.3103448275862069,0.4367816091954023,3,8,7.333333333333333,3.375,11,7,0.41379310344827586,A,A:1-88,1,88,702,67,1,0,9.402298850574713,11.545070293319368,0.10109016143498901,0.19540229885057472,2.917954815695601
1wit,1wit,131,93,2.9,39.3,50.2,349.6,MA,2.60.40.10,1,93,93,0.5376344086021505,0.21505376344086022,0.13978494623655913,0.12903225806451613,0.06451612903225806,0.053763440860215055,0.11827956989247312,0.26881720430107525,0.013144932571508505,7.030699675818141,-0.10107526881720429,9.24741819863568,0.11827956989247312,0.0,0.06451612903225806,0.06451612903225806,0.053763440860215055,0.06451612903225806,0.010752688172043012,0.07526881720430108,0.10752688172043011,0.08602150537634409,0.0,0.03225806451612903,0.053763440860215055,0.010752688172043012,0.021505376344086023,0.07526881720430108,0.07526881720430108,0.06451612903225806,0.010752688172043012,0.010752688172043012,93,0,3,48,3,0,13,5,0.032258,0.548387,0.580645,0.03225806451612903,0.5483870967741935,0.41935483870967744,1,11,3.0,4.636363636363637,3,11,0.3655913978494624,A,A:1-93,1,93,1432,0,1,0,10.516129032258064,12.749294747782946,0.09222311878858369,0.3870967741935484,5.766909469302809
1mfw,1mfw,132,107,2.9,12.4,136.0,402.8,B1MA,3.10.20.230,2,105,106,0.47619047619047616,0.3047619047619048,0.1619047619047619,0.11428571428571428,0.05714285714285714,0.0380952380952381,0.09523809523809523,0.2761904761904762,4.870520726458086,9.69425246742776,-0.4857142857142857,9.77570068027211,0.0380952380952381,0.009523809523809525,0.05714285714285714,0.05714285714285714,0.047619047619047616,0.05714285714285714,0.0,0.05714285714285714,0.09523809523809523,0.08571428571428572,0.0,0.06666666666666667,0.0380952380952381,0.01904761904761905,0.06666666666666667,0.09523809523809523,0.05714285714285714,0.08571428571428572,0.009523809523809525,0.05714285714285714,106,12,1,21,7,0,15,17,0.179245,0.207547,0.386792,0.1792452830188679,0.20754716981132076,0.6132075471698113,3,5,6.333333333333333,4.4,12,7,0.36792452830188677,A,A:49-154,1,105,847,152,1,0,8.495238095238095,13.27026299714606,0.1155368083519344,0.1619047619047619,1.7631626235399822
1ic4,1ic4,133,107,2.9,35.4,45.7,402.8,MA,2.60.40.10,3,350,352,0.4657142857142857,0.42,0.1,0.07428571428571429,0.08571428571428572,0.03142857142857143,0.11714285714285715,0.1742857142857143,5.6221259347381825,8.175223338602336,-0.4342857142857143,7.67208163265306,0.05714285714285714,0.03428571428571429,0.04857142857142857,0.025714285714285714,0.025714285714285714,0.08571428571428572,0.008571428571428572,0.04857142857142857,0.04,0.07142857142857142,0.011428571428571429,0.06857142857142857,0.03142857142857143,0.04285714285714286,0.05142857142857143,0.13428571428571429,0.08,0.04857142857142857,0.03428571428571429,0.05142857142857143,352,38,9,114,22,0,64,33,0.170455,0.349432,0.519886,0.17045454545454544,0.3494318181818182,0.48011363636363635,10,31,6.0,3.967741935483871,12,8,0.39204545454545453,H|L|Y,H:1-114|L:1-107|Y:1-129,3,350,2718,66,1,6,10.085714285714285,21.022706437106894,0.09663909060127547,0.32571428571428573,3.5242694805194805
2igd,2igd,134,61,2.9,40.6,48.7,228.0,MA,3.10.20.10,1,61,61,0.45901639344262296,0.32786885245901637,0.11475409836065574,0.14754098360655737,0.06557377049180328,0.01639344262295082,0.08196721311475409,0.26229508196721313,-2.0831714845089433,4.6699697118883705,-0.5327868852459017,7.554006987368987,0.11475409836065574,0.0,0.08196721311475409,0.06557377049180328,0.03278688524590164,0.06557377049180328,0.0,0.01639344262295082,0.11475409836065574,0.03278688524590164,0.01639344262295082,0.04918032786885246,0.01639344262295082,0.01639344262295082,0.0,0.0,0.21311475409836064,0.09836065573770492,0.01639344262295082,0.04918032786885246,61,14,0,26,0,0,6,4,0.229508,0.42623,0.655738,0.22950819672131148,0.4262295081967213,0.3442622950819672,1,4,14.0,6.5,14,8,0.2459016393442623,A,A:1-61,1,61,500,106,1,0,8.491803278688524,11.659627547900687,0.11514969547756433,0.09836065573770492,3.619457135178715
5lve,5lve,135,114,2.9,36.8,52.5,429.4,MA,2.60.40.10,1,114,114,0.49122807017543857,0.42105263157894735,0.08771929824561403,0.07894736842105263,0.07017543859649122,0.05263157894736842,0.12280701754385964,0.16666666666666666,0.8169130903278337,7.849761242991917,-0.42017543859649126,7.415821021852878,0.06140350877192982,0.017543859649122806,0.043859649122807015,0.03508771929824561,0.02631578947368421,0.07017543859649122,0.0,0.043859649122807015,0.05263157894736842,0.07894736842105263,0.008771929824561403,0.02631578947368421,0.05263157894736842,0.07017543859649122,0.03508771929824561,0.15789473684210525,0.07017543859649122,0.05263157894736842,0.017543859649122806,0.07894736842105263,114,0,0,58,3,0,17,10,0.026316,0.508772,0.535088,0.02631578947368421,0.5087719298245614,0.4649122807017544,1,13,3.0,4.461538461538462,3,7,0.35964912280701755,A,A:1-108,1,114,883,157,1,1,9.807017543859649,13.408679648937252,0.10145344421660211,0.2982456140350877,4.9895352416128045
1ieh,1ieh,136,135,2.9,51.1,115.4,509.2,MA,2.60.40.10,1,135,135,0.4888888888888889,0.4,0.11851851851851852,0.08888888888888889,0.1111111111111111,0.022222222222222223,0.13333333333333333,0.2074074074074074,-1.632466283934214,6.3124796618731125,-0.497037037037037,7.413176406035666,0.08148148148148149,0.014814814814814815,0.05185185185185185,0.037037037037037035,0.022222222222222223,0.1111111111111111,0.044444444444444446,0.022222222222222223,0.044444444444444446,0.07407407407407407,0.014814814814814815,0.037037037037037035,0.022222222222222223,0.06666666666666667,0.02962962962962963,0.1259259259259259,0.05925925925925926,0.06666666666666667,0.022222222222222223,0.05185185185185185,135,0,2,54,0,0,13,25,0.0,0.414815,0.414815,0.0,0.4148148148148148,0.5851851851851851,0,11,0.0,5.090909090909091,0,9,0.35555555555555557,A,A:1-135,1,135,20010,0,10,1,9.377777777777778,16.929983416538835,0.10961505028498493,0.2814814814814815,3.8900411522633744
1dvt,1dvt,137,115,2.9,12.2,77.5,433.2,B1MA,2.60.40.180,2,229,230,0.5414847161572053,0.2925764192139738,0.1222707423580786,0.1222707423580786,0.0611353711790393,0.05240174672489083,0.11353711790393013,0.2445414847161572,-7.426674033905769,5.405429151055614,-0.10174672489082967,8.43851223279495,0.10480349344978165,0.008733624454148471,0.043668122270742356,0.07860262008733625,0.043668122270742356,0.0611353711790393,0.034934497816593885,0.043668122270742356,0.05240174672489083,0.0611353711790393,0.008733624454148471,0.021834061135371178,0.05240174672489083,0.008733624454148471,0.034934497816593885,0.08733624454148471,0.08733624454148471,0.10480349344978165,0.017467248908296942,0.043668122270742356,230,14,2,120,0,0,35,14,0.06087,0.530435,0.591304,0.06086956521739131,0.5304347826086957,0.40869565217391307,2,20,7.0,6.1,7,10,0.3217391304347826,A|B,A:10-124|B:10-123,2,229,1771,93,1,0,9.965065502183407,17.34298661057514,0.09690089144237615,0.30131004366812225,5.285817353332068
